IdFlight,BoardingTime,FlightDate,Gate,CheckInCounter,IdFlightNumber
422,2022-07-07 17:29:00,2022-07-07,C6,Counter 6,755
423,2023-07-20 00:27:00,2023-07-20,A6,Counter 4,8
424,2023-01-14 00:47:00,2023-01-14,B8,Counter 12,844
425,2022-10-28 05:00:00,2022-10-28,C4,Counter 1,351
426,2022-06-22 16:15:00,2022-06-22,A4,Counter 12,188
427,2023-02-26 17:48:00,2023-02-26,B3,Counter 3,950
428,2023-02-14 12:36:00,2023-02-14,C5,Counter 12,884
429,2023-10-20 21:03:00,2023-10-20,C9,Counter 8,252
430,2022-04-11 16:56:00,2022-04-11,C8,Counter 9,854
431,2023-06-16 07:02:00,2023-06-16,C2,Counter 15,347
432,2023-08-10 04:26:00,2023-08-10,C3,Counter 5,848
433,2022-02-10 09:04:00,2022-02-10,B8,Counter 11,315
434,2023-06-22 13:38:00,2023-06-22,A6,Counter 9,7
435,2023-02-12 13:32:00,2023-02-12,A8,Counter 12,32
436,2022-11-05 07:17:00,2022-11-05,C1,Counter 6,390
437,2022-12-28 20:38:00,2022-12-28,B6,Counter 8,498
438,2023-06-21 08:28:00,2023-06-21,A6,Counter 2,317
439,2023-05-23 23:16:00,2023-05-23,C7,Counter 19,995
440,2022-12-11 07:51:00,2022-12-11,A5,Counter 5,900
441,2022-09-08 23:26:00,2022-09-08,C4,Counter 2,527
442,2022-03-16 08:10:00,2022-03-16,A4,Counter 9,188
443,2023-06-30 17:20:00,2023-06-30,C4,Counter 18,856
444,2023-01-30 00:16:00,2023-01-30,B9,Counter 12,312
445,2022-05-12 01:26:00,2022-05-12,A1,Counter 2,629
446,2023-07-21 00:01:00,2023-07-21,B4,Counter 11,682
447,2023-08-14 00:32:00,2023-08-14,C3,Counter 17,949
448,2022-02-02 20:13:00,2022-02-02,C4,Counter 7,105
449,2022-05-13 11:54:00,2022-05-13,A10,Counter 4,53
450,2022-09-22 05:39:00,2022-09-22,B7,Counter 3,236
451,2023-11-30 17:25:00,2023-11-30,B8,Counter 18,401
452,2022-08-20 01:12:00,2022-08-20,C7,Counter 1,329
453,2022-08-10 03:08:00,2022-08-10,B7,Counter 2,734
454,2023-02-18 06:39:00,2023-02-18,A9,Counter 15,534
455,2023-09-20 21:55:00,2023-09-20,A7,Counter 17,863
456,2022-05-09 19:46:00,2022-05-09,A5,Counter 7,61
457,2023-08-26 04:45:00,2023-08-26,A4,Counter 19,396
458,2023-04-27 03:31:00,2023-04-27,A3,Counter 1,516
459,2023-11-04 23:23:00,2023-11-04,A8,Counter 16,356
460,2022-11-04 20:29:00,2022-11-04,B7,Counter 2,663
461,2022-02-03 14:53:00,2022-02-03,B4,Counter 18,979
462,2023-10-15 12:15:00,2023-10-15,B3,Counter 13,974
463,2022-04-04 15:54:00,2022-04-04,B10,Counter 14,778
464,2022-11-24 03:54:00,2022-11-24,C3,Counter 13,424
465,2023-02-25 15:55:00,2023-02-25,B1,Counter 19,943
466,2023-04-11 02:52:00,2023-04-11,C2,Counter 14,391
467,2023-05-25 13:17:00,2023-05-25,A1,Counter 3,474
468,2022-02-16 20:28:00,2022-02-16,B8,Counter 13,877
469,2022-12-05 18:19:00,2022-12-05,B2,Counter 14,303
470,2022-02-19 22:26:00,2022-02-19,C5,Counter 9,848
471,2022-05-14 21:51:00,2022-05-14,C5,Counter 15,474
472,2023-09-13 23:25:00,2023-09-13,A5,Counter 10,372
473,2022-08-25 23:29:00,2022-08-25,A1,Counter 1,947
474,2022-02-23 08:43:00,2022-02-23,C6,Counter 16,11
475,2022-01-19 16:50:00,2022-01-19,C10,Counter 12,519
476,2022-12-15 12:53:00,2022-12-15,C4,Counter 13,873
477,2022-02-10 03:32:00,2022-02-10,B10,Counter 7,263
478,2022-12-28 08:57:00,2022-12-28,B10,Counter 3,445
479,2023-09-23 20:56:00,2023-09-23,A4,Counter 10,980
480,2022-06-07 04:58:00,2022-06-07,C8,Counter 2,115
481,2022-02-04 12:44:00,2022-02-04,C3,Counter 13,914
482,2023-11-18 05:30:00,2023-11-18,B5,Counter 2,604
483,2022-04-21 06:28:00,2022-04-21,A2,Counter 11,562
484,2023-04-28 16:17:00,2023-04-28,B6,Counter 1,1
485,2023-06-13 10:19:00,2023-06-13,C4,Counter 16,321
486,2023-06-01 11:01:00,2023-06-01,A7,Counter 14,126
487,2023-01-24 16:24:00,2023-01-24,B8,Counter 6,594
488,2022-05-04 00:59:00,2022-05-04,A7,Counter 12,544
489,2022-01-24 10:07:00,2022-01-24,B3,Counter 5,56
490,2022-11-16 20:54:00,2022-11-16,A7,Counter 10,330
491,2022-11-18 09:57:00,2022-11-18,C3,Counter 10,775
492,2023-02-25 16:06:00,2023-02-25,B1,Counter 14,877
493,2023-05-07 01:41:00,2023-05-07,B10,Counter 7,620
494,2022-09-07 00:01:00,2022-09-07,B6,Counter 11,979
495,2022-04-29 15:04:00,2022-04-29,B4,Counter 13,928
496,2022-03-26 13:14:00,2022-03-26,B7,Counter 10,197
497,2022-03-28 15:22:00,2022-03-28,A4,Counter 4,430
498,2022-10-28 14:01:00,2022-10-28,C3,Counter 3,716
499,2022-09-19 07:42:00,2022-09-19,C6,Counter 9,837
500,2023-08-09 12:45:00,2023-08-09,C3,Counter 2,74
501,2022-02-18 06:18:00,2022-02-18,C8,Counter 10,407
502,2022-12-17 04:23:00,2022-12-17,B2,Counter 9,238
503,2022-08-23 02:28:00,2022-08-23,C8,Counter 14,14
504,2022-01-17 11:24:00,2022-01-17,C8,Counter 7,930
505,2023-07-07 05:57:00,2023-07-07,C1,Counter 17,797
506,2022-04-23 08:30:00,2022-04-23,C7,Counter 3,44
507,2022-04-30 16:11:00,2022-04-30,A2,Counter 9,79
508,2022-02-20 02:31:00,2022-02-20,A9,Counter 7,471
509,2022-03-10 11:59:00,2022-03-10,A6,Counter 8,806
510,2022-12-04 21:18:00,2022-12-04,C1,Counter 2,480
511,2023-03-01 00:35:00,2023-03-01,B1,Counter 11,543
512,2023-12-10 00:54:00,2023-12-10,B4,Counter 1,399
513,2022-02-17 15:10:00,2022-02-17,B1,Counter 13,758
514,2023-03-15 16:30:00,2023-03-15,C8,Counter 10,935
515,2022-07-04 04:35:00,2022-07-04,C6,Counter 5,439
516,2022-11-19 08:49:00,2022-11-19,B5,Counter 7,425
517,2022-06-27 12:50:00,2022-06-27,A1,Counter 8,633
518,2023-09-07 14:57:00,2023-09-07,C4,Counter 13,517
519,2023-12-18 00:36:00,2023-12-18,A10,Counter 12,36
520,2023-05-18 12:46:00,2023-05-18,A4,Counter 2,10
521,2023-02-07 09:13:00,2023-02-07,C9,Counter 6,947
522,2023-07-01 12:44:00,2023-07-01,B4,Counter 6,967
523,2023-07-29 22:34:00,2023-07-29,B10,Counter 18,460
524,2022-02-17 13:00:00,2022-02-17,C6,Counter 6,806
525,2022-12-01 10:21:00,2022-12-01,C4,Counter 15,822
526,2023-01-22 04:07:00,2023-01-22,B8,Counter 4,90
527,2022-08-10 11:54:00,2022-08-10,A9,Counter 9,349
528,2022-04-05 20:37:00,2022-04-05,A4,Counter 20,23
529,2022-04-19 17:34:00,2022-04-19,B3,Counter 20,422
530,2022-08-27 05:09:00,2022-08-27,B3,Counter 10,63
531,2023-05-13 19:27:00,2023-05-13,A9,Counter 18,609
532,2022-11-08 15:08:00,2022-11-08,B3,Counter 20,313
533,2022-09-02 01:35:00,2022-09-02,C3,Counter 11,425
534,2023-08-16 19:10:00,2023-08-16,C7,Counter 1,253
535,2023-11-23 11:52:00,2023-11-23,C8,Counter 4,748
536,2022-01-07 15:17:00,2022-01-07,C2,Counter 8,249
537,2022-06-24 10:03:00,2022-06-24,B7,Counter 17,883
538,2023-06-21 19:26:00,2023-06-21,B10,Counter 16,987
539,2022-09-23 18:38:00,2022-09-23,A4,Counter 15,565
540,2023-05-20 15:54:00,2023-05-20,C10,Counter 12,570
541,2023-03-09 01:12:00,2023-03-09,A1,Counter 7,755
542,2022-08-30 13:35:00,2022-08-30,C8,Counter 16,504
543,2023-07-17 18:22:00,2023-07-17,A8,Counter 12,720
544,2023-02-22 15:01:00,2023-02-22,B8,Counter 5,12
545,2023-11-17 02:15:00,2023-11-17,B1,Counter 2,966
546,2022-07-01 05:47:00,2022-07-01,C3,Counter 7,30
547,2023-07-14 00:00:00,2023-07-14,B10,Counter 7,460
548,2022-09-06 21:43:00,2022-09-06,B1,Counter 11,864
549,2022-08-29 12:22:00,2022-08-29,C8,Counter 20,282
550,2022-06-10 22:28:00,2022-06-10,A2,Counter 19,685
551,2023-10-09 06:32:00,2023-10-09,A1,Counter 13,24
552,2023-12-13 10:31:00,2023-12-13,A1,Counter 11,441
553,2022-04-21 22:03:00,2022-04-21,B9,Counter 16,870
554,2022-09-12 12:53:00,2022-09-12,B7,Counter 14,1
555,2023-02-04 23:20:00,2023-02-04,B1,Counter 6,462
556,2022-01-06 18:10:00,2022-01-06,B5,Counter 20,704
557,2022-07-20 08:47:00,2022-07-20,B5,Counter 19,229
558,2022-07-08 05:38:00,2022-07-08,A9,Counter 1,918
559,2023-09-10 11:34:00,2023-09-10,A6,Counter 6,987
560,2022-01-28 23:34:00,2022-01-28,C5,Counter 13,398
561,2023-09-06 05:08:00,2023-09-06,B1,Counter 8,620
562,2023-01-14 14:45:00,2023-01-14,B4,Counter 18,814
563,2023-10-11 20:43:00,2023-10-11,C9,Counter 16,731
564,2022-12-15 02:19:00,2022-12-15,B1,Counter 18,156
565,2023-04-28 15:19:00,2023-04-28,C2,Counter 4,629
566,2023-05-14 19:38:00,2023-05-14,B3,Counter 10,965
567,2023-03-25 10:25:00,2023-03-25,B1,Counter 14,906
568,2023-11-09 16:31:00,2023-11-09,C2,Counter 9,546
569,2023-11-10 15:52:00,2023-11-10,C1,Counter 16,173
570,2022-08-27 18:52:00,2022-08-27,B2,Counter 5,765
571,2022-08-18 11:44:00,2022-08-18,B4,Counter 8,75
572,2022-01-27 15:53:00,2022-01-27,B2,Counter 14,752
573,2023-08-01 08:11:00,2023-08-01,B1,Counter 17,229
574,2023-02-08 19:16:00,2023-02-08,B7,Counter 12,71
575,2023-01-02 19:39:00,2023-01-02,A5,Counter 11,151
576,2022-01-27 08:58:00,2022-01-27,A3,Counter 2,785
577,2023-05-08 14:06:00,2023-05-08,C6,Counter 9,235
578,2023-05-29 03:56:00,2023-05-29,A6,Counter 20,625
579,2023-08-06 23:18:00,2023-08-06,A8,Counter 6,405
580,2022-04-17 01:44:00,2022-04-17,C3,Counter 15,458
581,2023-06-16 22:26:00,2023-06-16,A2,Counter 14,65
582,2022-02-25 23:35:00,2022-02-25,B3,Counter 7,940
583,2022-04-20 07:06:00,2022-04-20,B8,Counter 18,869
584,2023-05-20 17:32:00,2023-05-20,A9,Counter 12,234
585,2022-07-23 20:22:00,2022-07-23,C7,Counter 15,170
586,2022-04-29 00:34:00,2022-04-29,C9,Counter 11,998
587,2023-01-22 03:43:00,2023-01-22,C4,Counter 11,592
588,2022-08-07 00:45:00,2022-08-07,A1,Counter 5,823
589,2022-08-15 10:34:00,2022-08-15,A5,Counter 7,587
590,2023-10-21 15:25:00,2023-10-21,C7,Counter 8,798
591,2023-09-04 03:00:00,2023-09-04,C6,Counter 3,945
592,2022-11-12 17:39:00,2022-11-12,B8,Counter 7,14
593,2022-02-10 12:45:00,2022-02-10,A8,Counter 6,424
594,2023-01-01 04:15:00,2023-01-01,C5,Counter 2,630
595,2022-05-15 14:36:00,2022-05-15,B7,Counter 13,467
596,2022-02-25 10:49:00,2022-02-25,A2,Counter 9,588
597,2023-08-05 21:53:00,2023-08-05,A5,Counter 19,320
598,2023-12-15 20:01:00,2023-12-15,A7,Counter 4,78
599,2022-11-23 22:35:00,2022-11-23,B2,Counter 15,48
600,2023-06-04 10:29:00,2023-06-04,A4,Counter 20,52
601,2022-01-31 14:08:00,2022-01-31,B10,Counter 17,549
602,2022-12-29 22:41:00,2022-12-29,B10,Counter 16,990
603,2022-03-01 06:47:00,2022-03-01,C6,Counter 7,340
604,2023-02-25 16:25:00,2023-02-25,B1,Counter 10,80
605,2022-05-30 09:34:00,2022-05-30,A9,Counter 16,117
606,2022-02-23 06:14:00,2022-02-23,A6,Counter 8,127
607,2023-09-08 19:55:00,2023-09-08,A5,Counter 9,19
608,2023-04-10 03:02:00,2023-04-10,C4,Counter 3,361
609,2022-01-14 23:09:00,2022-01-14,A5,Counter 14,954
610,2022-09-28 12:35:00,2022-09-28,A7,Counter 7,102
611,2022-05-26 02:18:00,2022-05-26,B7,Counter 6,504
612,2022-04-22 16:13:00,2022-04-22,A8,Counter 16,112
613,2023-12-20 11:18:00,2023-12-20,C10,Counter 18,794
614,2022-03-06 09:08:00,2022-03-06,B3,Counter 6,124
615,2023-11-03 19:17:00,2023-11-03,B3,Counter 9,255
616,2023-10-31 21:46:00,2023-10-31,A6,Counter 20,537
617,2022-03-23 09:20:00,2022-03-23,C6,Counter 3,249
618,2023-04-08 08:23:00,2023-04-08,B3,Counter 4,33
619,2023-06-13 18:44:00,2023-06-13,C9,Counter 18,800
620,2022-06-29 18:16:00,2022-06-29,C4,Counter 16,345
621,2022-01-03 19:42:00,2022-01-03,B4,Counter 7,146
622,2023-06-07 21:34:00,2023-06-07,C6,Counter 14,458
623,2023-10-28 11:24:00,2023-10-28,B8,Counter 15,987
624,2023-08-21 00:55:00,2023-08-21,A5,Counter 1,773
625,2022-01-11 07:03:00,2022-01-11,C1,Counter 10,998
626,2023-07-18 14:16:00,2023-07-18,C3,Counter 13,161
627,2022-01-21 10:38:00,2022-01-21,B3,Counter 6,614
628,2023-02-17 13:01:00,2023-02-17,C4,Counter 4,799
629,2023-11-29 04:02:00,2023-11-29,A6,Counter 5,839
630,2023-04-10 03:18:00,2023-04-10,A1,Counter 19,548
631,2022-10-08 05:29:00,2022-10-08,B2,Counter 12,360
632,2023-01-04 19:20:00,2023-01-04,B7,Counter 10,156
633,2023-03-14 20:41:00,2023-03-14,C4,Counter 3,331
634,2023-06-21 23:07:00,2023-06-21,C2,Counter 17,313
635,2023-01-08 15:13:00,2023-01-08,C2,Counter 16,917
636,2022-10-29 02:19:00,2022-10-29,B5,Counter 15,251
637,2022-06-09 07:39:00,2022-06-09,A2,Counter 16,172
638,2022-09-16 17:26:00,2022-09-16,A5,Counter 17,207
639,2023-05-12 20:12:00,2023-05-12,B4,Counter 13,439
640,2023-01-15 13:20:00,2023-01-15,A3,Counter 9,106
641,2022-02-19 18:27:00,2022-02-19,A10,Counter 17,995
642,2022-12-11 23:46:00,2022-12-11,B6,Counter 13,159
643,2022-07-25 05:39:00,2022-07-25,A5,Counter 1,793
644,2022-12-22 16:35:00,2022-12-22,B7,Counter 14,951
645,2022-10-13 21:01:00,2022-10-13,C6,Counter 9,333
646,2023-12-23 04:32:00,2023-12-23,A10,Counter 10,815
647,2022-01-26 20:09:00,2022-01-26,A2,Counter 19,211
648,2023-04-15 06:41:00,2023-04-15,A1,Counter 8,631
649,2023-01-19 23:12:00,2023-01-19,C7,Counter 12,847
650,2023-09-23 20:30:00,2023-09-23,B7,Counter 19,334
651,2023-03-01 21:07:00,2023-03-01,C10,Counter 13,669
652,2023-03-20 06:52:00,2023-03-20,A9,Counter 5,357
653,2022-08-13 11:11:00,2022-08-13,A9,Counter 18,774
654,2022-07-27 22:48:00,2022-07-27,B9,Counter 11,19
655,2023-01-16 22:06:00,2023-01-16,C7,Counter 19,737
656,2023-08-02 17:07:00,2023-08-02,C3,Counter 11,594
657,2022-04-17 08:57:00,2022-04-17,B5,Counter 15,298
658,2023-03-17 13:02:00,2023-03-17,A2,Counter 8,383
659,2022-03-27 08:02:00,2022-03-27,A3,Counter 12,829
660,2022-03-29 07:53:00,2022-03-29,B8,Counter 8,50
661,2023-03-30 00:25:00,2023-03-30,A9,Counter 17,240
662,2023-05-23 20:59:00,2023-05-23,A2,Counter 19,542
663,2022-10-29 15:49:00,2022-10-29,C3,Counter 18,709
664,2023-07-04 18:59:00,2023-07-04,C1,Counter 10,722
665,2022-06-14 01:54:00,2022-06-14,C1,Counter 16,410
666,2023-09-07 02:46:00,2023-09-07,B3,Counter 12,709
667,2023-05-23 02:30:00,2023-05-23,C3,Counter 17,355
668,2023-05-06 02:46:00,2023-05-06,B3,Counter 18,173
669,2022-07-14 07:02:00,2022-07-14,B9,Counter 11,173
670,2023-07-24 22:26:00,2023-07-24,A4,Counter 15,55
671,2022-06-11 17:36:00,2022-06-11,A10,Counter 10,380
672,2022-09-02 23:19:00,2022-09-02,A1,Counter 1,469
673,2023-06-25 11:19:00,2023-06-25,C4,Counter 4,8
674,2022-03-29 20:52:00,2022-03-29,B1,Counter 12,315
675,2022-08-26 07:48:00,2022-08-26,C1,Counter 18,532
676,2023-05-20 07:16:00,2023-05-20,A3,Counter 9,536
677,2022-12-19 01:29:00,2022-12-19,A8,Counter 5,536
678,2023-02-03 21:57:00,2023-02-03,B10,Counter 10,835
679,2023-09-04 22:45:00,2023-09-04,B9,Counter 9,403
680,2023-03-06 00:13:00,2023-03-06,A10,Counter 11,615
681,2022-08-06 22:22:00,2022-08-06,A2,Counter 20,71
682,2023-05-06 19:44:00,2023-05-06,A2,Counter 12,415
683,2022-05-22 21:41:00,2022-05-22,B2,Counter 3,306
684,2022-07-28 05:47:00,2022-07-28,B9,Counter 6,999
685,2022-08-06 22:52:00,2022-08-06,B2,Counter 7,678
686,2023-02-27 06:05:00,2023-02-27,C10,Counter 5,48
687,2022-04-26 23:53:00,2022-04-26,A2,Counter 19,864
688,2023-07-28 02:05:00,2023-07-28,A8,Counter 6,766
689,2023-01-14 01:35:00,2023-01-14,C3,Counter 7,365
690,2023-03-12 17:58:00,2023-03-12,A8,Counter 12,829
691,2023-04-28 14:46:00,2023-04-28,B4,Counter 10,375
692,2022-12-09 19:34:00,2022-12-09,B10,Counter 9,233
693,2022-09-24 11:54:00,2022-09-24,C1,Counter 6,237
694,2022-01-29 21:09:00,2022-01-29,A3,Counter 20,321
695,2023-10-28 19:32:00,2023-10-28,A3,Counter 6,519
696,2023-12-25 04:35:00,2023-12-25,C8,Counter 1,85
697,2023-08-23 12:42:00,2023-08-23,B9,Counter 2,560
698,2022-03-29 14:16:00,2022-03-29,A1,Counter 15,412
699,2023-05-21 18:10:00,2023-05-21,C4,Counter 6,889
700,2022-02-06 23:05:00,2022-02-06,A9,Counter 9,434
701,2022-06-24 05:58:00,2022-06-24,B10,Counter 18,694
702,2022-07-11 17:50:00,2022-07-11,A8,Counter 10,26
703,2022-11-06 13:53:00,2022-11-06,C5,Counter 19,765
704,2023-01-19 09:36:00,2023-01-19,C6,Counter 14,778
705,2022-10-24 17:15:00,2022-10-24,A2,Counter 8,192
706,2022-10-03 10:21:00,2022-10-03,B8,Counter 2,10
707,2022-08-04 09:41:00,2022-08-04,A3,Counter 9,779
708,2023-02-10 06:41:00,2023-02-10,C6,Counter 10,581
709,2023-01-01 04:36:00,2023-01-01,C5,Counter 3,494
710,2022-07-08 17:38:00,2022-07-08,A4,Counter 4,69
711,2022-09-26 12:35:00,2022-09-26,C1,Counter 2,254
712,2023-04-30 00:12:00,2023-04-30,A7,Counter 4,635
713,2023-12-28 15:22:00,2023-12-28,A8,Counter 11,851
714,2022-08-20 07:20:00,2022-08-20,B5,Counter 7,302
715,2023-08-11 09:36:00,2023-08-11,C8,Counter 9,671
716,2022-11-30 00:09:00,2022-11-30,C2,Counter 1,749
717,2023-05-29 11:24:00,2023-05-29,C6,Counter 20,448
718,2023-05-21 10:02:00,2023-05-21,A3,Counter 12,428
719,2022-07-06 18:28:00,2022-07-06,B3,Counter 9,137
720,2023-05-21 09:53:00,2023-05-21,A10,Counter 9,859
721,2022-06-16 07:52:00,2022-06-16,A10,Counter 4,945
722,2022-11-29 06:12:00,2022-11-29,B2,Counter 9,601
723,2023-11-07 17:55:00,2023-11-07,A6,Counter 12,401
724,2023-06-11 17:14:00,2023-06-11,B10,Counter 2,645
725,2023-07-23 04:10:00,2023-07-23,A9,Counter 16,674
726,2023-03-03 14:26:00,2023-03-03,B3,Counter 2,731
727,2022-10-28 23:55:00,2022-10-28,B10,Counter 16,599
728,2023-07-28 13:29:00,2023-07-28,B6,Counter 12,538
729,2023-01-31 13:51:00,2023-01-31,C7,Counter 17,79
730,2023-11-01 11:38:00,2023-11-01,C10,Counter 18,40
731,2023-11-03 18:19:00,2023-11-03,B2,Counter 7,653
732,2023-01-31 18:34:00,2023-01-31,C9,Counter 3,56
733,2023-03-18 15:01:00,2023-03-18,C2,Counter 6,744
734,2022-01-02 05:20:00,2022-01-02,A2,Counter 15,381
735,2022-06-25 08:24:00,2022-06-25,B3,Counter 14,779
736,2023-04-15 20:47:00,2023-04-15,C2,Counter 17,204
737,2023-10-07 05:21:00,2023-10-07,C2,Counter 10,414
738,2022-06-15 21:33:00,2022-06-15,B2,Counter 12,902
739,2023-09-06 00:19:00,2023-09-06,B6,Counter 11,227
740,2022-04-05 03:22:00,2022-04-05,C1,Counter 5,170
741,2022-10-27 20:32:00,2022-10-27,A4,Counter 11,725
742,2022-02-22 02:38:00,2022-02-22,A3,Counter 14,150
743,2022-07-03 22:01:00,2022-07-03,A4,Counter 14,702
744,2023-06-23 18:04:00,2023-06-23,C1,Counter 5,254
745,2023-11-28 10:33:00,2023-11-28,A2,Counter 12,537
746,2022-08-22 19:06:00,2022-08-22,A7,Counter 15,243
747,2023-10-08 00:28:00,2023-10-08,B10,Counter 20,32
748,2022-07-13 23:15:00,2022-07-13,A1,Counter 4,320
749,2023-02-06 05:50:00,2023-02-06,C3,Counter 15,637
750,2023-08-22 00:31:00,2023-08-22,B4,Counter 4,374
751,2023-04-02 13:52:00,2023-04-02,B6,Counter 13,381
752,2022-07-23 16:33:00,2022-07-23,C1,Counter 11,468
753,2023-01-29 13:18:00,2023-01-29,C6,Counter 3,531
754,2023-02-03 05:23:00,2023-02-03,B4,Counter 3,153
755,2023-09-30 15:59:00,2023-09-30,C5,Counter 17,994
756,2022-08-16 16:16:00,2022-08-16,A10,Counter 8,126
757,2023-01-21 01:29:00,2023-01-21,A5,Counter 6,596
758,2022-03-30 12:56:00,2022-03-30,C8,Counter 9,91
759,2022-11-20 20:40:00,2022-11-20,A10,Counter 13,829
760,2023-03-18 05:03:00,2023-03-18,A2,Counter 10,164
761,2022-09-22 17:36:00,2022-09-22,C8,Counter 2,478
762,2022-01-20 12:45:00,2022-01-20,C8,Counter 8,792
763,2023-08-15 08:20:00,2023-08-15,B3,Counter 4,973
764,2023-12-23 07:24:00,2023-12-23,A5,Counter 17,375
765,2022-08-11 11:43:00,2022-08-11,B3,Counter 4,982
766,2022-09-05 22:49:00,2022-09-05,C7,Counter 5,895
767,2023-11-28 16:06:00,2023-11-28,B1,Counter 17,334
768,2022-05-15 20:33:00,2022-05-15,B9,Counter 10,970
769,2022-08-16 08:06:00,2022-08-16,C3,Counter 9,46
770,2023-11-05 13:15:00,2023-11-05,A4,Counter 8,110
771,2022-02-18 19:27:00,2022-02-18,A10,Counter 5,711
772,2023-05-30 08:11:00,2023-05-30,C9,Counter 16,1
773,2023-10-29 04:22:00,2023-10-29,C9,Counter 15,235
774,2023-11-15 12:31:00,2023-11-15,C5,Counter 9,509
775,2023-01-31 22:34:00,2023-01-31,C6,Counter 2,535
776,2023-06-08 09:06:00,2023-06-08,A10,Counter 15,421
777,2022-05-18 13:17:00,2022-05-18,A8,Counter 9,787
778,2022-07-02 00:10:00,2022-07-02,C3,Counter 19,818
779,2023-06-19 10:32:00,2023-06-19,A10,Counter 10,790
780,2023-02-19 07:42:00,2023-02-19,B8,Counter 15,271
781,2023-12-18 09:14:00,2023-12-18,A3,Counter 2,589
782,2023-06-14 09:04:00,2023-06-14,C10,Counter 12,265
783,2023-06-08 13:02:00,2023-06-08,B10,Counter 14,539
784,2023-05-27 03:56:00,2023-05-27,B4,Counter 8,883
785,2022-07-13 07:18:00,2022-07-13,A6,Counter 10,655
786,2022-04-13 12:11:00,2022-04-13,C4,Counter 2,947
787,2023-03-04 01:00:00,2023-03-04,B1,Counter 19,792
788,2023-10-14 16:30:00,2023-10-14,B10,Counter 20,263
789,2023-06-30 02:26:00,2023-06-30,B4,Counter 11,710
790,2022-03-06 22:20:00,2022-03-06,A4,Counter 16,625
791,2023-04-05 11:13:00,2023-04-05,B2,Counter 17,635
792,2022-04-27 16:09:00,2022-04-27,B5,Counter 15,250
793,2023-12-15 04:28:00,2023-12-15,A4,Counter 15,266
794,2022-12-21 12:56:00,2022-12-21,C10,Counter 20,635
795,2022-03-24 22:18:00,2022-03-24,A7,Counter 8,268
796,2023-11-06 13:55:00,2023-11-06,C1,Counter 3,580
797,2023-02-17 09:36:00,2023-02-17,C6,Counter 5,431
798,2023-10-28 03:46:00,2023-10-28,A10,Counter 18,730
799,2022-12-26 08:37:00,2022-12-26,C5,Counter 14,130
800,2023-05-16 14:56:00,2023-05-16,C1,Counter 19,978
801,2022-12-14 06:05:00,2022-12-14,A9,Counter 12,798
802,2022-07-27 04:54:00,2022-07-27,C1,Counter 15,688
803,2022-03-05 00:46:00,2022-03-05,C10,Counter 7,934
804,2023-10-19 02:49:00,2023-10-19,A7,Counter 10,983
805,2022-09-07 13:02:00,2022-09-07,B10,Counter 13,53
806,2023-09-09 20:39:00,2023-09-09,C6,Counter 11,995
807,2023-10-27 23:52:00,2023-10-27,C10,Counter 2,601
808,2022-08-07 07:42:00,2022-08-07,A3,Counter 6,962
809,2023-07-16 11:02:00,2023-07-16,A10,Counter 10,255
810,2022-09-24 21:06:00,2022-09-24,A5,Counter 8,353
811,2023-10-06 20:21:00,2023-10-06,A1,Counter 9,450
812,2022-06-03 13:10:00,2022-06-03,A1,Counter 20,982
813,2023-12-04 12:01:00,2023-12-04,A9,Counter 1,385
814,2023-04-26 23:47:00,2023-04-26,A4,Counter 13,390
815,2023-03-09 14:40:00,2023-03-09,B5,Counter 9,267
816,2023-02-27 21:25:00,2023-02-27,C5,Counter 16,13
817,2022-07-23 00:02:00,2022-07-23,B4,Counter 2,235
818,2023-10-21 17:26:00,2023-10-21,C10,Counter 2,461
819,2022-08-02 10:35:00,2022-08-02,C7,Counter 18,81
820,2023-02-15 07:08:00,2023-02-15,B4,Counter 18,104
821,2023-08-18 01:20:00,2023-08-18,A7,Counter 14,208
822,2023-12-15 08:16:00,2023-12-15,C8,Counter 19,303
823,2022-04-08 03:19:00,2022-04-08,B6,Counter 9,770
824,2022-05-25 23:29:00,2022-05-25,A5,Counter 3,185
825,2023-09-10 15:57:00,2023-09-10,C3,Counter 9,524
826,2022-04-16 08:35:00,2022-04-16,A3,Counter 18,202
827,2023-04-12 09:36:00,2023-04-12,C9,Counter 13,212
828,2022-10-14 19:57:00,2022-10-14,B9,Counter 19,269
829,2022-01-01 16:09:00,2022-01-01,B9,Counter 7,169
830,2023-05-08 18:26:00,2023-05-08,A4,Counter 14,766
831,2023-03-25 21:00:00,2023-03-25,A3,Counter 8,417
832,2022-11-20 13:52:00,2022-11-20,A7,Counter 19,745
833,2023-01-11 11:15:00,2023-01-11,C8,Counter 5,558
834,2023-10-26 12:40:00,2023-10-26,A9,Counter 11,839
835,2023-09-14 16:49:00,2023-09-14,B4,Counter 16,997
836,2022-12-27 23:00:00,2022-12-27,C9,Counter 1,301
837,2022-10-30 23:02:00,2022-10-30,C10,Counter 11,426
838,2022-10-03 04:38:00,2022-10-03,B6,Counter 1,226
839,2022-03-08 20:35:00,2022-03-08,C9,Counter 19,205
840,2023-06-15 11:24:00,2023-06-15,C4,Counter 5,22
841,2022-02-16 11:37:00,2022-02-16,A7,Counter 13,470
842,2023-08-26 17:14:00,2023-08-26,B6,Counter 3,642
843,2022-05-26 15:39:00,2022-05-26,B4,Counter 1,339
844,2023-10-08 08:31:00,2023-10-08,A2,Counter 11,730
