IdSeat,Size,Number,Location,PlaneModel_Id
1921,Small,41A,Front,MXZ
1922,Medium,41B,Middle,MXZ
1923,Large,41C,Back,MXZ
1924,Small,42A,Front,MXZ
1925,Medium,42B,Middle,MXZ
1926,Large,42C,Back,MXZ
1927,Small,43A,Front,MXZ
1928,Medium,43B,Middle,MXZ
1929,Large,43C,Back,MXZ
1930,Small,44A,Front,MXZ
1931,Medium,44B,Middle,MXZ
1932,Large,44C,Back,MXZ
1933,Small,45A,Front,MXZ
1934,Medium,45B,Middle,MXZ
1935,Large,45C,Back,MXZ
1936,Small,46A,Front,MXZ
1937,Medium,46B,Middle,MXZ
1938,Large,46C,Back,MXZ
1939,Small,47A,Front,MXZ
1940,Medium,47B,Middle,MXZ
1941,Large,47C,Back,MXZ
1942,Small,48A,Front,MXZ
1943,Medium,48B,Middle,MXZ
1944,Large,48C,Back,MXZ
1945,Small,49A,Front,MXZ
1946,Medium,49B,Middle,MXZ
1947,Large,49C,Back,MXZ
1948,Small,50A,Front,MXZ
1949,Medium,50B,Middle,MXZ
1950,Large,50C,Back,MXZ
1951,Small,1A,Front,TSK
1952,Medium,1B,Middle,TSK
1953,Large,1C,Back,TSK
1954,Small,2A,Front,TSK
1955,Medium,2B,Middle,TSK
1956,Large,2C,Back,TSK
1957,Small,3A,Front,TSK
1958,Medium,3B,Middle,TSK
1959,Large,3C,Back,TSK
1960,Small,4A,Front,TSK
1961,Medium,4B,Middle,TSK
1962,Large,4C,Back,TSK
1963,Small,5A,Front,TSK
1964,Medium,5B,Middle,TSK
1965,Large,5C,Back,TSK
1966,Small,6A,Front,TSK
1967,Medium,6B,Middle,TSK
1968,Large,6C,Back,TSK
1969,Small,7A,Front,TSK
1970,Medium,7B,Middle,TSK
1971,Large,7C,Back,TSK
1972,Small,8A,Front,TSK
1973,Medium,8B,Middle,TSK
1974,Large,8C,Back,TSK
1975,Small,9A,Front,TSK
1976,Medium,9B,Middle,TSK
1977,Large,9C,Back,TSK
1978,Small,10A,Front,TSK
1979,Medium,10B,Middle,TSK
1980,Large,10C,Back,TSK
1981,Small,11A,Front,TSK
1982,Medium,11B,Middle,TSK
1983,Large,11C,Back,TSK
1984,Small,12A,Front,TSK
1985,Medium,12B,Middle,TSK
1986,Large,12C,Back,TSK
1987,Small,13A,Front,TSK
1988,Medium,13B,Middle,TSK
1989,Large,13C,Back,TSK
1990,Small,14A,Front,TSK
1991,Medium,14B,Middle,TSK
1992,Large,14C,Back,TSK
1993,Small,15A,Front,TSK
1994,Medium,15B,Middle,TSK
1995,Large,15C,Back,TSK
1996,Small,16A,Front,TSK
1997,Medium,16B,Middle,TSK
1998,Large,16C,Back,TSK
1999,Small,17A,Front,TSK
2000,Medium,17B,Middle,TSK
2001,Large,17C,Back,TSK
2002,Small,18A,Front,TSK
2003,Medium,18B,Middle,TSK
2004,Large,18C,Back,TSK
2005,Small,19A,Front,TSK
2006,Medium,19B,Middle,TSK
2007,Large,19C,Back,TSK
2008,Small,20A,Front,TSK
2009,Medium,20B,Middle,TSK
2010,Large,20C,Back,TSK
2011,Small,21A,Front,TSK
2012,Medium,21B,Middle,TSK
2013,Large,21C,Back,TSK
2014,Small,22A,Front,TSK
2015,Medium,22B,Middle,TSK
2016,Large,22C,Back,TSK
2017,Small,23A,Front,TSK
2018,Medium,23B,Middle,TSK
2019,Large,23C,Back,TSK
2020,Small,24A,Front,TSK
2021,Medium,24B,Middle,TSK
2022,Large,24C,Back,TSK
2023,Small,25A,Front,TSK
2024,Medium,25B,Middle,TSK
2025,Large,25C,Back,TSK
2026,Small,26A,Front,TSK
2027,Medium,26B,Middle,TSK
2028,Large,26C,Back,TSK
2029,Small,27A,Front,TSK
2030,Medium,27B,Middle,TSK
2031,Large,27C,Back,TSK
2032,Small,28A,Front,TSK
2033,Medium,28B,Middle,TSK
2034,Large,28C,Back,TSK
2035,Small,29A,Front,TSK
2036,Medium,29B,Middle,TSK
2037,Large,29C,Back,TSK
2038,Small,30A,Front,TSK
2039,Medium,30B,Middle,TSK
2040,Large,30C,Back,TSK
2041,Small,31A,Front,TSK
2042,Medium,31B,Middle,TSK
2043,Large,31C,Back,TSK
2044,Small,32A,Front,TSK
2045,Medium,32B,Middle,TSK
2046,Large,32C,Back,TSK
2047,Small,33A,Front,TSK
2048,Medium,33B,Middle,TSK
2049,Large,33C,Back,TSK
2050,Small,34A,Front,TSK
2051,Medium,34B,Middle,TSK
2052,Large,34C,Back,TSK
2053,Small,35A,Front,TSK
2054,Medium,35B,Middle,TSK
2055,Large,35C,Back,TSK
2056,Small,36A,Front,TSK
2057,Medium,36B,Middle,TSK
2058,Large,36C,Back,TSK
2059,Small,37A,Front,TSK
2060,Medium,37B,Middle,TSK
2061,Large,37C,Back,TSK
2062,Small,38A,Front,TSK
2063,Medium,38B,Middle,TSK
2064,Large,38C,Back,TSK
2065,Small,39A,Front,TSK
2066,Medium,39B,Middle,TSK
2067,Large,39C,Back,TSK
2068,Small,40A,Front,TSK
2069,Medium,40B,Middle,TSK
2070,Large,40C,Back,TSK
2071,Small,41A,Front,TSK
2072,Medium,41B,Middle,TSK
2073,Large,41C,Back,TSK
2074,Small,42A,Front,TSK
2075,Medium,42B,Middle,TSK
2076,Large,42C,Back,TSK
2077,Small,43A,Front,TSK
2078,Medium,43B,Middle,TSK
2079,Large,43C,Back,TSK
2080,Small,44A,Front,TSK
2081,Medium,44B,Middle,TSK
2082,Large,44C,Back,TSK
2083,Small,45A,Front,TSK
2084,Medium,45B,Middle,TSK
2085,Large,45C,Back,TSK
2086,Small,46A,Front,TSK
2087,Medium,46B,Middle,TSK
2088,Large,46C,Back,TSK
2089,Small,47A,Front,TSK
2090,Medium,47B,Middle,TSK
2091,Large,47C,Back,TSK
2092,Small,48A,Front,TSK
2093,Medium,48B,Middle,TSK
2094,Large,48C,Back,TSK
2095,Small,49A,Front,TSK
2096,Medium,49B,Middle,TSK
2097,Large,49C,Back,TSK
2098,Small,50A,Front,TSK
2099,Medium,50B,Middle,TSK
2100,Large,50C,Back,TSK
2101,Small,1A,Front,CIE
2102,Medium,1B,Middle,CIE
2103,Large,1C,Back,CIE
2104,Small,2A,Front,CIE
2105,Medium,2B,Middle,CIE
2106,Large,2C,Back,CIE
2107,Small,3A,Front,CIE
2108,Medium,3B,Middle,CIE
2109,Large,3C,Back,CIE
2110,Small,4A,Front,CIE
2111,Medium,4B,Middle,CIE
2112,Large,4C,Back,CIE
2113,Small,5A,Front,CIE
2114,Medium,5B,Middle,CIE
2115,Large,5C,Back,CIE
2116,Small,6A,Front,CIE
2117,Medium,6B,Middle,CIE
2118,Large,6C,Back,CIE
2119,Small,7A,Front,CIE
2120,Medium,7B,Middle,CIE
2121,Large,7C,Back,CIE
2122,Small,8A,Front,CIE
2123,Medium,8B,Middle,CIE
2124,Large,8C,Back,CIE
2125,Small,9A,Front,CIE
2126,Medium,9B,Middle,CIE
2127,Large,9C,Back,CIE
2128,Small,10A,Front,CIE
2129,Medium,10B,Middle,CIE
2130,Large,10C,Back,CIE
2131,Small,11A,Front,CIE
2132,Medium,11B,Middle,CIE
2133,Large,11C,Back,CIE
2134,Small,12A,Front,CIE
2135,Medium,12B,Middle,CIE
2136,Large,12C,Back,CIE
2137,Small,13A,Front,CIE
2138,Medium,13B,Middle,CIE
2139,Large,13C,Back,CIE
2140,Small,14A,Front,CIE
2141,Medium,14B,Middle,CIE
2142,Large,14C,Back,CIE
2143,Small,15A,Front,CIE
2144,Medium,15B,Middle,CIE
2145,Large,15C,Back,CIE
2146,Small,16A,Front,CIE
2147,Medium,16B,Middle,CIE
2148,Large,16C,Back,CIE
2149,Small,17A,Front,CIE
2150,Medium,17B,Middle,CIE
2151,Large,17C,Back,CIE
2152,Small,18A,Front,CIE
2153,Medium,18B,Middle,CIE
2154,Large,18C,Back,CIE
2155,Small,19A,Front,CIE
2156,Medium,19B,Middle,CIE
2157,Large,19C,Back,CIE
2158,Small,20A,Front,CIE
2159,Medium,20B,Middle,CIE
2160,Large,20C,Back,CIE
2161,Small,21A,Front,CIE
2162,Medium,21B,Middle,CIE
2163,Large,21C,Back,CIE
2164,Small,22A,Front,CIE
2165,Medium,22B,Middle,CIE
2166,Large,22C,Back,CIE
2167,Small,23A,Front,CIE
2168,Medium,23B,Middle,CIE
2169,Large,23C,Back,CIE
2170,Small,24A,Front,CIE
2171,Medium,24B,Middle,CIE
2172,Large,24C,Back,CIE
2173,Small,25A,Front,CIE
2174,Medium,25B,Middle,CIE
2175,Large,25C,Back,CIE
2176,Small,26A,Front,CIE
2177,Medium,26B,Middle,CIE
2178,Large,26C,Back,CIE
2179,Small,27A,Front,CIE
2180,Medium,27B,Middle,CIE
2181,Large,27C,Back,CIE
2182,Small,28A,Front,CIE
2183,Medium,28B,Middle,CIE
2184,Large,28C,Back,CIE
2185,Small,29A,Front,CIE
2186,Medium,29B,Middle,CIE
2187,Large,29C,Back,CIE
2188,Small,30A,Front,CIE
2189,Medium,30B,Middle,CIE
2190,Large,30C,Back,CIE
2191,Small,31A,Front,CIE
2192,Medium,31B,Middle,CIE
2193,Large,31C,Back,CIE
2194,Small,32A,Front,CIE
2195,Medium,32B,Middle,CIE
2196,Large,32C,Back,CIE
2197,Small,33A,Front,CIE
2198,Medium,33B,Middle,CIE
2199,Large,33C,Back,CIE
2200,Small,34A,Front,CIE
2201,Medium,34B,Middle,CIE
2202,Large,34C,Back,CIE
2203,Small,35A,Front,CIE
2204,Medium,35B,Middle,CIE
2205,Large,35C,Back,CIE
2206,Small,36A,Front,CIE
2207,Medium,36B,Middle,CIE
2208,Large,36C,Back,CIE
2209,Small,37A,Front,CIE
2210,Medium,37B,Middle,CIE
2211,Large,37C,Back,CIE
2212,Small,38A,Front,CIE
2213,Medium,38B,Middle,CIE
2214,Large,38C,Back,CIE
2215,Small,39A,Front,CIE
2216,Medium,39B,Middle,CIE
2217,Large,39C,Back,CIE
2218,Small,40A,Front,CIE
2219,Medium,40B,Middle,CIE
2220,Large,40C,Back,CIE
2221,Small,41A,Front,CIE
2222,Medium,41B,Middle,CIE
2223,Large,41C,Back,CIE
2224,Small,42A,Front,CIE
2225,Medium,42B,Middle,CIE
2226,Large,42C,Back,CIE
2227,Small,43A,Front,CIE
2228,Medium,43B,Middle,CIE
2229,Large,43C,Back,CIE
2230,Small,44A,Front,CIE
2231,Medium,44B,Middle,CIE
2232,Large,44C,Back,CIE
2233,Small,45A,Front,CIE
2234,Medium,45B,Middle,CIE
2235,Large,45C,Back,CIE
2236,Small,46A,Front,CIE
2237,Medium,46B,Middle,CIE
2238,Large,46C,Back,CIE
2239,Small,47A,Front,CIE
2240,Medium,47B,Middle,CIE
2241,Large,47C,Back,CIE
2242,Small,48A,Front,CIE
2243,Medium,48B,Middle,CIE
2244,Large,48C,Back,CIE
2245,Small,49A,Front,CIE
2246,Medium,49B,Middle,CIE
2247,Large,49C,Back,CIE
2248,Small,50A,Front,CIE
2249,Medium,50B,Middle,CIE
2250,Large,50C,Back,CIE
2251,Small,1A,Front,STG
2252,Medium,1B,Middle,STG
2253,Large,1C,Back,STG
2254,Small,2A,Front,STG
2255,Medium,2B,Middle,STG
2256,Large,2C,Back,STG
2257,Small,3A,Front,STG
2258,Medium,3B,Middle,STG
2259,Large,3C,Back,STG
2260,Small,4A,Front,STG
2261,Medium,4B,Middle,STG
2262,Large,4C,Back,STG
2263,Small,5A,Front,STG
2264,Medium,5B,Middle,STG
2265,Large,5C,Back,STG
2266,Small,6A,Front,STG
2267,Medium,6B,Middle,STG
2268,Large,6C,Back,STG
2269,Small,7A,Front,STG
2270,Medium,7B,Middle,STG
2271,Large,7C,Back,STG
2272,Small,8A,Front,STG
2273,Medium,8B,Middle,STG
2274,Large,8C,Back,STG
2275,Small,9A,Front,STG
2276,Medium,9B,Middle,STG
2277,Large,9C,Back,STG
2278,Small,10A,Front,STG
2279,Medium,10B,Middle,STG
2280,Large,10C,Back,STG
2281,Small,11A,Front,STG
2282,Medium,11B,Middle,STG
2283,Large,11C,Back,STG
2284,Small,12A,Front,STG
2285,Medium,12B,Middle,STG
2286,Large,12C,Back,STG
2287,Small,13A,Front,STG
2288,Medium,13B,Middle,STG
2289,Large,13C,Back,STG
2290,Small,14A,Front,STG
2291,Medium,14B,Middle,STG
2292,Large,14C,Back,STG
2293,Small,15A,Front,STG
2294,Medium,15B,Middle,STG
2295,Large,15C,Back,STG
2296,Small,16A,Front,STG
2297,Medium,16B,Middle,STG
2298,Large,16C,Back,STG
2299,Small,17A,Front,STG
2300,Medium,17B,Middle,STG
2301,Large,17C,Back,STG
2302,Small,18A,Front,STG
2303,Medium,18B,Middle,STG
2304,Large,18C,Back,STG
2305,Small,19A,Front,STG
2306,Medium,19B,Middle,STG
2307,Large,19C,Back,STG
2308,Small,20A,Front,STG
2309,Medium,20B,Middle,STG
2310,Large,20C,Back,STG
2311,Small,21A,Front,STG
2312,Medium,21B,Middle,STG
2313,Large,21C,Back,STG
2314,Small,22A,Front,STG
2315,Medium,22B,Middle,STG
2316,Large,22C,Back,STG
2317,Small,23A,Front,STG
2318,Medium,23B,Middle,STG
2319,Large,23C,Back,STG
2320,Small,24A,Front,STG
2321,Medium,24B,Middle,STG
2322,Large,24C,Back,STG
2323,Small,25A,Front,STG
2324,Medium,25B,Middle,STG
2325,Large,25C,Back,STG
2326,Small,26A,Front,STG
2327,Medium,26B,Middle,STG
2328,Large,26C,Back,STG
2329,Small,27A,Front,STG
2330,Medium,27B,Middle,STG
2331,Large,27C,Back,STG
2332,Small,28A,Front,STG
2333,Medium,28B,Middle,STG
2334,Large,28C,Back,STG
2335,Small,29A,Front,STG
2336,Medium,29B,Middle,STG
2337,Large,29C,Back,STG
2338,Small,30A,Front,STG
2339,Medium,30B,Middle,STG
2340,Large,30C,Back,STG
2341,Small,31A,Front,STG
2342,Medium,31B,Middle,STG
2343,Large,31C,Back,STG
2344,Small,32A,Front,STG
2345,Medium,32B,Middle,STG
2346,Large,32C,Back,STG
2347,Small,33A,Front,STG
2348,Medium,33B,Middle,STG
2349,Large,33C,Back,STG
2350,Small,34A,Front,STG
2351,Medium,34B,Middle,STG
2352,Large,34C,Back,STG
2353,Small,35A,Front,STG
2354,Medium,35B,Middle,STG
2355,Large,35C,Back,STG
2356,Small,36A,Front,STG
2357,Medium,36B,Middle,STG
2358,Large,36C,Back,STG
2359,Small,37A,Front,STG
2360,Medium,37B,Middle,STG
2361,Large,37C,Back,STG
2362,Small,38A,Front,STG
2363,Medium,38B,Middle,STG
2364,Large,38C,Back,STG
2365,Small,39A,Front,STG
2366,Medium,39B,Middle,STG
2367,Large,39C,Back,STG
2368,Small,40A,Front,STG
2369,Medium,40B,Middle,STG
2370,Large,40C,Back,STG
2371,Small,41A,Front,STG
2372,Medium,41B,Middle,STG
2373,Large,41C,Back,STG
2374,Small,42A,Front,STG
2375,Medium,42B,Middle,STG
2376,Large,42C,Back,STG
2377,Small,43A,Front,STG
2378,Medium,43B,Middle,STG
2379,Large,43C,Back,STG
2380,Small,44A,Front,STG
2381,Medium,44B,Middle,STG
2382,Large,44C,Back,STG
2383,Small,45A,Front,STG
2384,Medium,45B,Middle,STG
2385,Large,45C,Back,STG
2386,Small,46A,Front,STG
2387,Medium,46B,Middle,STG
2388,Large,46C,Back,STG
2389,Small,47A,Front,STG
2390,Medium,47B,Middle,STG
2391,Large,47C,Back,STG
2392,Small,48A,Front,STG
2393,Medium,48B,Middle,STG
2394,Large,48C,Back,STG
2395,Small,49A,Front,STG
2396,Medium,49B,Middle,STG
2397,Large,49C,Back,STG
2398,Small,50A,Front,STG
2399,Medium,50B,Middle,STG
2400,Large,50C,Back,STG
2401,Small,1A,Front,LTT
2402,Medium,1B,Middle,LTT
2403,Large,1C,Back,LTT
2404,Small,2A,Front,LTT
2405,Medium,2B,Middle,LTT
2406,Large,2C,Back,LTT
2407,Small,3A,Front,LTT
2408,Medium,3B,Middle,LTT
2409,Large,3C,Back,LTT
2410,Small,4A,Front,LTT
2411,Medium,4B,Middle,LTT
2412,Large,4C,Back,LTT
2413,Small,5A,Front,LTT
2414,Medium,5B,Middle,LTT
2415,Large,5C,Back,LTT
2416,Small,6A,Front,LTT
2417,Medium,6B,Middle,LTT
2418,Large,6C,Back,LTT
2419,Small,7A,Front,LTT
2420,Medium,7B,Middle,LTT
2421,Large,7C,Back,LTT
2422,Small,8A,Front,LTT
2423,Medium,8B,Middle,LTT
2424,Large,8C,Back,LTT
2425,Small,9A,Front,LTT
2426,Medium,9B,Middle,LTT
2427,Large,9C,Back,LTT
2428,Small,10A,Front,LTT
2429,Medium,10B,Middle,LTT
2430,Large,10C,Back,LTT
2431,Small,11A,Front,LTT
2432,Medium,11B,Middle,LTT
2433,Large,11C,Back,LTT
2434,Small,12A,Front,LTT
2435,Medium,12B,Middle,LTT
2436,Large,12C,Back,LTT
2437,Small,13A,Front,LTT
2438,Medium,13B,Middle,LTT
2439,Large,13C,Back,LTT
2440,Small,14A,Front,LTT
2441,Medium,14B,Middle,LTT
2442,Large,14C,Back,LTT
2443,Small,15A,Front,LTT
2444,Medium,15B,Middle,LTT
2445,Large,15C,Back,LTT
2446,Small,16A,Front,LTT
2447,Medium,16B,Middle,LTT
2448,Large,16C,Back,LTT
2449,Small,17A,Front,LTT
2450,Medium,17B,Middle,LTT
2451,Large,17C,Back,LTT
2452,Small,18A,Front,LTT
2453,Medium,18B,Middle,LTT
2454,Large,18C,Back,LTT
2455,Small,19A,Front,LTT
2456,Medium,19B,Middle,LTT
2457,Large,19C,Back,LTT
2458,Small,20A,Front,LTT
2459,Medium,20B,Middle,LTT
2460,Large,20C,Back,LTT
2461,Small,21A,Front,LTT
2462,Medium,21B,Middle,LTT
2463,Large,21C,Back,LTT
2464,Small,22A,Front,LTT
2465,Medium,22B,Middle,LTT
2466,Large,22C,Back,LTT
2467,Small,23A,Front,LTT
2468,Medium,23B,Middle,LTT
2469,Large,23C,Back,LTT
2470,Small,24A,Front,LTT
2471,Medium,24B,Middle,LTT
2472,Large,24C,Back,LTT
2473,Small,25A,Front,LTT
2474,Medium,25B,Middle,LTT
2475,Large,25C,Back,LTT
2476,Small,26A,Front,LTT
2477,Medium,26B,Middle,LTT
2478,Large,26C,Back,LTT
2479,Small,27A,Front,LTT
2480,Medium,27B,Middle,LTT
2481,Large,27C,Back,LTT
2482,Small,28A,Front,LTT
2483,Medium,28B,Middle,LTT
2484,Large,28C,Back,LTT
2485,Small,29A,Front,LTT
2486,Medium,29B,Middle,LTT
2487,Large,29C,Back,LTT
2488,Small,30A,Front,LTT
2489,Medium,30B,Middle,LTT
2490,Large,30C,Back,LTT
2491,Small,31A,Front,LTT
2492,Medium,31B,Middle,LTT
2493,Large,31C,Back,LTT
2494,Small,32A,Front,LTT
2495,Medium,32B,Middle,LTT
2496,Large,32C,Back,LTT
2497,Small,33A,Front,LTT
2498,Medium,33B,Middle,LTT
2499,Large,33C,Back,LTT
2500,Small,34A,Front,LTT
2501,Medium,34B,Middle,LTT
2502,Large,34C,Back,LTT
2503,Small,35A,Front,LTT
2504,Medium,35B,Middle,LTT
2505,Large,35C,Back,LTT
2506,Small,36A,Front,LTT
2507,Medium,36B,Middle,LTT
2508,Large,36C,Back,LTT
2509,Small,37A,Front,LTT
2510,Medium,37B,Middle,LTT
2511,Large,37C,Back,LTT
2512,Small,38A,Front,LTT
2513,Medium,38B,Middle,LTT
2514,Large,38C,Back,LTT
2515,Small,39A,Front,LTT
2516,Medium,39B,Middle,LTT
2517,Large,39C,Back,LTT
2518,Small,40A,Front,LTT
2519,Medium,40B,Middle,LTT
2520,Large,40C,Back,LTT
2521,Small,41A,Front,LTT
2522,Medium,41B,Middle,LTT
2523,Large,41C,Back,LTT
2524,Small,42A,Front,LTT
2525,Medium,42B,Middle,LTT
2526,Large,42C,Back,LTT
2527,Small,43A,Front,LTT
2528,Medium,43B,Middle,LTT
2529,Large,43C,Back,LTT
2530,Small,44A,Front,LTT
2531,Medium,44B,Middle,LTT
2532,Large,44C,Back,LTT
2533,Small,45A,Front,LTT
2534,Medium,45B,Middle,LTT
2535,Large,45C,Back,LTT
2536,Small,46A,Front,LTT
2537,Medium,46B,Middle,LTT
2538,Large,46C,Back,LTT
2539,Small,47A,Front,LTT
2540,Medium,47B,Middle,LTT
2541,Large,47C,Back,LTT
2542,Small,48A,Front,LTT
2543,Medium,48B,Middle,LTT
2544,Large,48C,Back,LTT
2545,Small,49A,Front,LTT
2546,Medium,49B,Middle,LTT
2547,Large,49C,Back,LTT
2548,Small,50A,Front,LTT
2549,Medium,50B,Middle,LTT
2550,Large,50C,Back,LTT
2551,Small,1A,Front,TCL
2552,Medium,1B,Middle,TCL
2553,Large,1C,Back,TCL
2554,Small,2A,Front,TCL
2555,Medium,2B,Middle,TCL
2556,Large,2C,Back,TCL
2557,Small,3A,Front,TCL
2558,Medium,3B,Middle,TCL
2559,Large,3C,Back,TCL
2560,Small,4A,Front,TCL
2561,Medium,4B,Middle,TCL
2562,Large,4C,Back,TCL
2563,Small,5A,Front,TCL
2564,Medium,5B,Middle,TCL
2565,Large,5C,Back,TCL
2566,Small,6A,Front,TCL
2567,Medium,6B,Middle,TCL
2568,Large,6C,Back,TCL
2569,Small,7A,Front,TCL
2570,Medium,7B,Middle,TCL
2571,Large,7C,Back,TCL
2572,Small,8A,Front,TCL
2573,Medium,8B,Middle,TCL
2574,Large,8C,Back,TCL
2575,Small,9A,Front,TCL
2576,Medium,9B,Middle,TCL
2577,Large,9C,Back,TCL
2578,Small,10A,Front,TCL
2579,Medium,10B,Middle,TCL
2580,Large,10C,Back,TCL
2581,Small,11A,Front,TCL
2582,Medium,11B,Middle,TCL
2583,Large,11C,Back,TCL
2584,Small,12A,Front,TCL
2585,Medium,12B,Middle,TCL
2586,Large,12C,Back,TCL
2587,Small,13A,Front,TCL
2588,Medium,13B,Middle,TCL
2589,Large,13C,Back,TCL
2590,Small,14A,Front,TCL
2591,Medium,14B,Middle,TCL
2592,Large,14C,Back,TCL
2593,Small,15A,Front,TCL
2594,Medium,15B,Middle,TCL
2595,Large,15C,Back,TCL
2596,Small,16A,Front,TCL
2597,Medium,16B,Middle,TCL
2598,Large,16C,Back,TCL
2599,Small,17A,Front,TCL
2600,Medium,17B,Middle,TCL
2601,Large,17C,Back,TCL
2602,Small,18A,Front,TCL
2603,Medium,18B,Middle,TCL
2604,Large,18C,Back,TCL
2605,Small,19A,Front,TCL
2606,Medium,19B,Middle,TCL
2607,Large,19C,Back,TCL
2608,Small,20A,Front,TCL
2609,Medium,20B,Middle,TCL
2610,Large,20C,Back,TCL
2611,Small,21A,Front,TCL
2612,Medium,21B,Middle,TCL
2613,Large,21C,Back,TCL
2614,Small,22A,Front,TCL
2615,Medium,22B,Middle,TCL
2616,Large,22C,Back,TCL
2617,Small,23A,Front,TCL
2618,Medium,23B,Middle,TCL
2619,Large,23C,Back,TCL
2620,Small,24A,Front,TCL
2621,Medium,24B,Middle,TCL
2622,Large,24C,Back,TCL
2623,Small,25A,Front,TCL
2624,Medium,25B,Middle,TCL
2625,Large,25C,Back,TCL
2626,Small,26A,Front,TCL
2627,Medium,26B,Middle,TCL
2628,Large,26C,Back,TCL
2629,Small,27A,Front,TCL
2630,Medium,27B,Middle,TCL
2631,Large,27C,Back,TCL
2632,Small,28A,Front,TCL
2633,Medium,28B,Middle,TCL
2634,Large,28C,Back,TCL
2635,Small,29A,Front,TCL
2636,Medium,29B,Middle,TCL
2637,Large,29C,Back,TCL
2638,Small,30A,Front,TCL
2639,Medium,30B,Middle,TCL
2640,Large,30C,Back,TCL
2641,Small,31A,Front,TCL
2642,Medium,31B,Middle,TCL
2643,Large,31C,Back,TCL
2644,Small,32A,Front,TCL
2645,Medium,32B,Middle,TCL
2646,Large,32C,Back,TCL
2647,Small,33A,Front,TCL
2648,Medium,33B,Middle,TCL
2649,Large,33C,Back,TCL
2650,Small,34A,Front,TCL
2651,Medium,34B,Middle,TCL
2652,Large,34C,Back,TCL
2653,Small,35A,Front,TCL
2654,Medium,35B,Middle,TCL
2655,Large,35C,Back,TCL
2656,Small,36A,Front,TCL
2657,Medium,36B,Middle,TCL
2658,Large,36C,Back,TCL
2659,Small,37A,Front,TCL
2660,Medium,37B,Middle,TCL
2661,Large,37C,Back,TCL
2662,Small,38A,Front,TCL
2663,Medium,38B,Middle,TCL
2664,Large,38C,Back,TCL
2665,Small,39A,Front,TCL
2666,Medium,39B,Middle,TCL
2667,Large,39C,Back,TCL
2668,Small,40A,Front,TCL
2669,Medium,40B,Middle,TCL
2670,Large,40C,Back,TCL
2671,Small,41A,Front,TCL
2672,Medium,41B,Middle,TCL
2673,Large,41C,Back,TCL
2674,Small,42A,Front,TCL
2675,Medium,42B,Middle,TCL
2676,Large,42C,Back,TCL
2677,Small,43A,Front,TCL
2678,Medium,43B,Middle,TCL
2679,Large,43C,Back,TCL
2680,Small,44A,Front,TCL
2681,Medium,44B,Middle,TCL
2682,Large,44C,Back,TCL
2683,Small,45A,Front,TCL
2684,Medium,45B,Middle,TCL
2685,Large,45C,Back,TCL
2686,Small,46A,Front,TCL
2687,Medium,46B,Middle,TCL
2688,Large,46C,Back,TCL
2689,Small,47A,Front,TCL
2690,Medium,47B,Middle,TCL
2691,Large,47C,Back,TCL
2692,Small,48A,Front,TCL
2693,Medium,48B,Middle,TCL
2694,Large,48C,Back,TCL
2695,Small,49A,Front,TCL
2696,Medium,49B,Middle,TCL
2697,Large,49C,Back,TCL
2698,Small,50A,Front,TCL
2699,Medium,50B,Middle,TCL
2700,Large,50C,Back,TCL
2701,Small,1A,Front,JUR
2702,Medium,1B,Middle,JUR
2703,Large,1C,Back,JUR
2704,Small,2A,Front,JUR
2705,Medium,2B,Middle,JUR
2706,Large,2C,Back,JUR
2707,Small,3A,Front,JUR
2708,Medium,3B,Middle,JUR
2709,Large,3C,Back,JUR
2710,Small,4A,Front,JUR
2711,Medium,4B,Middle,JUR
2712,Large,4C,Back,JUR
2713,Small,5A,Front,JUR
2714,Medium,5B,Middle,JUR
2715,Large,5C,Back,JUR
2716,Small,6A,Front,JUR
2717,Medium,6B,Middle,JUR
2718,Large,6C,Back,JUR
2719,Small,7A,Front,JUR
2720,Medium,7B,Middle,JUR
2721,Large,7C,Back,JUR
2722,Small,8A,Front,JUR
2723,Medium,8B,Middle,JUR
2724,Large,8C,Back,JUR
2725,Small,9A,Front,JUR
2726,Medium,9B,Middle,JUR
2727,Large,9C,Back,JUR
2728,Small,10A,Front,JUR
2729,Medium,10B,Middle,JUR
2730,Large,10C,Back,JUR
2731,Small,11A,Front,JUR
2732,Medium,11B,Middle,JUR
2733,Large,11C,Back,JUR
2734,Small,12A,Front,JUR
2735,Medium,12B,Middle,JUR
2736,Large,12C,Back,JUR
2737,Small,13A,Front,JUR
2738,Medium,13B,Middle,JUR
2739,Large,13C,Back,JUR
2740,Small,14A,Front,JUR
2741,Medium,14B,Middle,JUR
2742,Large,14C,Back,JUR
2743,Small,15A,Front,JUR
2744,Medium,15B,Middle,JUR
2745,Large,15C,Back,JUR
2746,Small,16A,Front,JUR
2747,Medium,16B,Middle,JUR
2748,Large,16C,Back,JUR
2749,Small,17A,Front,JUR
2750,Medium,17B,Middle,JUR
2751,Large,17C,Back,JUR
2752,Small,18A,Front,JUR
2753,Medium,18B,Middle,JUR
2754,Large,18C,Back,JUR
2755,Small,19A,Front,JUR
2756,Medium,19B,Middle,JUR
2757,Large,19C,Back,JUR
2758,Small,20A,Front,JUR
2759,Medium,20B,Middle,JUR
2760,Large,20C,Back,JUR
2761,Small,21A,Front,JUR
2762,Medium,21B,Middle,JUR
2763,Large,21C,Back,JUR
2764,Small,22A,Front,JUR
2765,Medium,22B,Middle,JUR
